Id,SalePrice
1461,119244.7280000373
1462,161528.41275312955
1463,191386.85611165804
1464,207745.67985218376
1465,184530.334506001
1466,172967.96206619727
1467,180461.73072615222
1468,162202.04284018773
1469,188117.31188493076
1470,119288.33607670729
1471,191241.0450033498
1472,98499.66640725624
1473,97704.14115821473
1474,143680.80097111978
1475,111827.87885490432
1476,355357.84253461123
1477,242908.68366839044
1478,276779.8962279612
1479,296484.5798930147
1480,561085.0979453054
1481,335132.6851973799
1482,204112.01379568176
1483,176215.64674556165
1484,163181.35830893207
1485,181717.83191096908
1486,188560.12291372594
1487,331591.7737096418
1488,231868.95063798406
1489,190368.143427959
1490,237437.85193639883
1491,187754.7818451431
1492,84560.86561304593
1493,176068.54036350118
1494,273964.7827439239
1495,284541.5831286641
1496,242783.71240956002
1497,174496.63683046374
1498,170266.7787269672
1499,159838.33117905137
1500,155776.38941532007
1501,175782.32872401775
1502,145317.29410917606
1503,278662.08379238064
1504,244208.1464247532
1505,229912.9855327035
1506,198831.89725397676
1507,274216.47094738594
1508,216431.13920892897
1509,161510.8241776649
1510,148644.15344412794
1511,154114.7062010657
1512,171743.07564570257
1513,141487.83198124563
1514,158783.09151180406
1515,226034.6253653402
1516,156374.69571858973
1517,172542.9153597676
1518,137087.02734373225
1519,212215.68035775464
1520,126857.64912409364
1521,132619.02434272046
1522,178815.70929781158
1523,114629.20917206974
1524,120418.1069050084
1525,125182.63752775047
1526,107575.77732641593
1527,107043.44040400774
1528,136193.29270952407
1529,159474.95760030943
1530,191544.02909231037
1531,111456.52181457418
1532,92846.70812820514
1533,146245.83809224734
1534,121281.92533232513
1535,140968.03730534585
1536,106997.0784604762
1537,62669.02490889426
1538,140995.50245849026
1539,174252.809953147
1540,88282.08734482322
1541,146344.46952210565
1542,146394.81355909386
1543,177549.2171871316
1544,94356.29599591906
1545,114095.21685130219
1546,137082.57634350375
1547,142952.61405517778
1548,143588.4049483293
1549,121009.8772090184
1550,136604.06458718824
1551,93152.91632964046
1552,135946.04131475065
1553,134039.22766159152
1554,112787.49667028426
1555,168775.39348946302
1556,95633.93903286138
1557,95966.49510319883
1558,102907.84406703062
1559,72993.11262005394
1560,134774.95116008684
1561,122517.89848996917
1562,129814.62571022808
1563,119542.33224436545
1564,159241.58812863578
1565,149153.9200970441
1566,233890.64857152512
1567,81592.87488614653
1568,233779.22140360443
1569,124770.75866422123
1570,131136.46079638912
1571,112120.21050491846
1572,137696.0796067705
1573,242102.06881983374
1574,120220.67212259994
1575,212364.84287103597
1576,273067.1238203286
1577,179065.68843875328
1578,140025.05099810468
1579,137114.82925187593
1580,191424.36295243682
1581,159118.382990969
1582,126502.84065213859
1583,310661.34515292814
1584,220264.69395886856
1585,137709.75416730883
1586,70923.86872980332
1587,98296.17330065697
1588,149472.67803800097
1589,99379.87199314017
1590,130439.32810011612
1591,97293.40237024789
1592,106607.28490020697
1593,113922.51683294168
1594,149758.3330198208
1595,99321.36690993505
1596,221456.5277775189
1597,204445.4656678963
1598,223982.26894388444
1599,166829.1382286398
1600,160654.5565398671
1601,76744.86655194557
1602,105249.81697556957
1603,65530.43762805245
1604,263309.45097051683
1605,238616.64587809
1606,173292.47233493446
1607,195892.1042285571
1608,213175.68706069604
1609,171198.3242158892
1610,148697.395202095
1611,135217.73125316153
1612,175326.99375396714
1613,174575.36573785072
1614,119659.6601773981
1615,96956.96751777227
1616,80796.96083992512
1617,98141.4906634748
1618,126179.41521183761
1619,139021.49319715519
1620,180655.37457636258
1621,142492.7044104251
1622,140387.0504543675
1623,261407.007361096
1624,216151.42150500082
1625,116655.79129339822
1626,168049.885884325
1627,195588.2060785461
1628,282659.80724684545
1629,177830.11507577644
1630,375301.373216976
1631,217192.0582754966
1632,236340.43441241034
1633,168066.6002180457
1634,189821.41495968756
1635,176061.46823841424
1636,157557.47294437877
1637,221425.20268717583
1638,176809.9896249794
1639,190942.81734649354
1640,257364.99645723036
1641,180128.18877795257
1642,243592.2368108432
1643,214231.44677246426
1644,237545.86066110624
1645,206637.43405184965
1646,160768.42166329388
1647,151234.01410868578
1648,128640.8136483469
1649,142960.89169639314
1650,117442.80594422853
1651,126757.81856082077
1652,96567.62940933251
1653,103444.1427600872
1654,141595.62721219662
1655,134028.53523696572
1656,136937.51326362984
1657,144747.47720243692
1658,141772.76626471098
1659,122206.9810977578
1660,162576.9706894895
1661,487664.1769810058
1662,407260.1832191024
1663,376287.41036772454
1664,518079.76435896294
1665,299944.73553812655
1666,338917.3635139313
1667,421150.9919083747
1668,332588.1119234073
1669,279208.8639574786
1670,335928.06230911065
1671,266393.22759812674
1672,445560.83372972556
1673,294218.10764052963
1674,240797.48687900873
1675,200255.02191022813
1676,197040.71198758576
1677,216057.18439271735
1678,470415.953442289
1679,414101.2550646027
1680,332532.38779883494
1681,232954.27659302994
1682,318571.3079030946
1683,190475.12263940836
1684,166944.67439333114
1685,169997.18847268645
1686,172165.8094099671
1687,165946.04434921744
1688,186474.95639426858
1689,185647.8160989399
1690,190507.10231272588
1691,179929.1542826994
1692,260540.67083292422
1693,158723.00590204305
1694,184161.33410887953
1695,161004.45834844306
1696,277750.47815307096
1697,169534.51300155977
1698,355790.23466443276
1699,303642.2031207782
1700,253952.50736441987
1701,265915.4684944044
1702,240533.97060081855
1703,241288.390274374
1704,279731.6806019306
1705,233749.67030498464
1706,488712.31094370026
1707,210137.5272300899
1708,198907.64311318492
1709,249666.1846922527
1710,223411.2877051625
1711,273096.56369525765
1712,261189.06969457073
1713,286592.6855960267
1714,227079.35974943137
1715,205615.78216785687
1716,182882.3264568397
1717,168996.4738578265
1718,139060.28225593048
1719,201063.3269940779
1720,231501.48572322665
1721,155677.74189016418
1722,127104.04247539594
1723,159888.6989587463
1724,202758.87699567026
1725,243352.35850018318
1726,183503.20791521829
1727,155248.88689005477
1728,162547.8942254727
1729,168982.38792475697
1730,164234.65268540414
1731,117677.47803047615
1732,138740.68462796003
1733,109258.56770985373
1734,122744.3653277076
1735,122684.16557859928
1736,107619.07409591955
1737,331915.89558956283
1738,249201.37568974207
1739,289919.0217241825
1740,234038.97879242306
1741,199473.22989291674
1742,176167.43980481868
1743,177377.53881904326
1744,336257.15989664523
1745,198409.88818778688
1746,169662.16907209478
1747,218041.91988103895
1748,235937.0490900535
1749,144327.50369540163
1750,117549.46020960776
1751,255522.66770644265
1752,117101.65501021258
1753,151767.72403682364
1754,185433.59653843538
1755,161650.19728330566
1756,132211.2828030658
1757,126174.72970685962
1758,150135.0599186557
1759,172900.61977061094
1760,160679.50036246883
1761,145780.22628547478
1762,193064.7674841396
1763,182685.80269478832
1764,115648.13042440165
1765,166900.1368647722
1766,196867.3454570897
1767,235739.88966266683
1768,141914.7150072602
1769,173371.68720536755
1770,153218.73129518615
1771,119361.23209803467
1772,137754.22881143464
1773,132775.17000614348
1774,164344.0818055047
1775,142311.94205416867
1776,122806.63705180759
1777,101589.91693815295
1778,142447.13631659807
1779,115384.88246552368
1780,163738.3021776995
1781,126221.77026749145
1782,92971.9127096701
1783,137640.15143578095
1784,104768.43652025204
1785,118273.96785443393
1786,146800.6243746489
1787,153820.15409053376
1788,69963.5362399359
1789,99081.02143888139
1790,72596.52919021183
1791,215745.55134191646
1792,155650.7616164736
1793,119494.65049923453
1794,155770.19320304954
1795,134147.6999209982
1796,124716.10437504487
1797,118832.0533245228
1798,119845.00678920283
1799,110523.96723934232
1800,119702.17527716121
1801,135719.39461474112
1802,129112.93711805086
1803,144847.42891697813
1804,140516.32154224656
1805,131156.41290194212
1806,130505.71161854491
1807,134991.76610337096
1808,116087.39305564812
1809,119573.67173614175
1810,133198.217899621
1811,89915.91087930366
1812,103248.75502050974
1813,120558.42375697184
1814,94834.31636230763
1815,64959.08099372277
1816,100356.44279443556
1817,106475.71363696539
1818,142686.2881653186
1819,130475.78819239784
1820,58615.97083527715
1821,102605.88053819473
1822,149800.6348166316
1823,45555.725753117804
1824,125126.92225910247
1825,142603.32364696317
1826,108672.14778078688
1827,95006.42026071255
1828,130280.24413329148
1829,119255.07025940595
1830,148847.0247325429
1831,139181.4909108641
1832,82684.65649026458
1833,126555.75982309546
1834,112460.43701258175
1835,107112.0169032354
1836,122002.16571848249
1837,83815.23676490958
1838,117470.97933895401
1839,111329.75719102891
1840,125278.40576863599
1841,137725.34398729296
1842,97221.77417534516
1843,135196.2028946682
1844,134768.5949845704
1845,141670.34812107196
1846,150416.13426680444
1847,166374.1222872618
1848,65352.8604636675
1849,108967.2718848361
1850,115906.85499658724
1851,149904.46019240108
1852,123353.0410594672
1853,123752.22846900651
1854,161391.24418514263
1855,160806.39924226547
1856,224494.01653173583
1857,140516.86046452227
1858,132470.72230375579
1859,107026.48971211302
1860,140731.87716613692
1861,106453.53159756986
1862,398745.0111339148
1863,371228.14022814704
1864,371309.0181981065
1865,333546.5229141053
1866,328908.526110792
1867,221359.37446741873
1868,298744.43151783425
1869,198872.2220088986
1870,216903.08501562075
1871,252831.61424459427
1872,171344.91214961567
1873,251269.07948596164
1874,149531.4720770095
1875,198436.68346516127
1876,207499.49377560057
1877,209472.20915930308
1878,195773.42668272968
1879,132665.38177878733
1880,133424.94408343916
1881,258356.9738592373
1882,243796.95777676962
1883,184746.16912254458
1884,202996.80707219115
1885,227518.28905501124
1886,288053.6172604949
1887,205430.9008432721
1888,255242.1277904107
1889,172282.2711097862
1890,127988.38384838671
1891,123962.76488425487
1892,98939.76466163105
1893,134129.29645163202
1894,129759.65330034809
1895,138618.74796103805
1896,131538.74372769488
1897,112101.02874630355
1898,115800.10172354332
1899,152763.02388933089
1900,137360.8022950368
1901,193744.90426991804
1902,160494.00054055484
1903,235616.98529971074
1904,137340.0619836726
1905,194809.31308782203
1906,171138.0132675839
1907,216012.92023195425
1908,111950.95511755731
1909,130662.42020265711
1910,121313.72143685527
1911,230428.5216298686
1912,385684.92629609926
1913,148840.49024320164
1914,68261.10197538229
1915,325269.29389739776
1916,64560.69403686415
1917,235530.0538427562
1918,136215.75978678235
1919,175508.7786994078
1920,162033.30081802374
1921,389361.2607165104
1922,309838.7058486776
1923,245953.15325237138
1924,248184.24671753505
1925,187258.59046840304
1926,381584.79261962447
1927,134696.85330079327
1928,156217.7988559445
1929,130293.30730326803
1930,120618.9276873092
1931,148842.54538571407
1932,140695.39516063305
1933,192703.78827656465
1934,183409.54259847416
1935,173310.16470759906
1936,193829.03688907094
1937,193468.50431521607
1938,176415.03074801835
1939,249051.7325967594
1940,178953.30213624978
1941,171253.45404197535
1942,182985.48988277826
1943,210513.53386619687
1944,396279.14111340634
1945,390367.6473273873
1946,142221.4752107485
1947,320921.8229154912
1948,197688.14667531056
1949,242435.50339884422
1950,180110.9771120256
1951,251493.49777720313
1952,199449.50156257747
1953,164949.29982133803
1954,182647.35114923032
1955,129407.78275797199
1956,381377.1163445505
1957,153577.7048311642
1958,306609.5450786112
1959,151497.7298961372
1960,116477.18547288707
1961,124627.89024584765
1962,95071.80211864944
1963,106567.63299112774
1964,110075.63450815296
1965,143561.81575642
1966,136573.75382581985
1967,288957.27499808936
1968,461778.39275172196
1969,373843.6488479481
1970,428944.2887700503
1971,454007.11645943735
1972,368705.3059588072
1973,271743.271318667
1974,350805.99336002494
1975,499796.8245367838
1976,261348.80133238094
1977,358271.8915142353
1978,371316.58254889393
1979,328473.61825585674
1980,205014.05183821465
1981,347291.6533729209
1982,220556.44268242497
