Id,SalePrice
1461,111028.086
1462,111995.29
1463,191781.89
1464,191833.84
1465,162036.34
1466,171400.77
1467,169408.25
1468,169004.17
1469,191904.66
1470,124299.31
1471,203085.84
1472,94715.55
1473,104788.48
1474,146710.2
1475,98604.086
1476,361883.28
1477,244643.31
1478,259723.25
1479,260428.39
1480,266155.9
1481,269937.88
1482,201157.89
1483,179628.17
1484,153479.8
1485,169989.89
1486,195881.39
1487,242612.88
1488,231367.53
1489,185862.94
1490,206371.73
1491,185478.88
1492,94422.8
1493,162965.7
1494,225982.48
1495,300188.66
1496,208300.2
1497,195060.23
1498,151115.02
1499,149300.64
1500,152851.27
1501,165124.78
1502,144272.27
1503,249763.89
1504,224288.88
1505,228851.78
1506,207802.97
1507,268319.12
1508,213479.8
1509,159062.08
1510,155320.81
1511,149083.23
1512,179646.84
1513,155379.48
1514,197609.64
1515,237361.0
1516,149237.0
1517,147348.75
1518,150403.05
1519,220272.55
1520,138858.84
1521,144077.84
1522,176315.7
1523,112914.38
1524,114007.67
1525,125235.74
1526,109806.695
1527,103733.516
1528,120898.46
1529,153325.45
1530,181584.8
1531,134147.22
1532,93396.99
1533,146485.95
1534,111884.375
1535,154486.75
1536,124694.33
1537,91869.945
1538,117690.06
1539,172886.97
1540,127950.586
1541,145801.77
1542,160645.1
1543,192044.16
1544,83935.66
1545,94933.94
1546,119358.98
1547,129296.33
1548,125717.51
1549,112828.16
1550,144042.81
1551,106412.98
1552,179939.53
1553,124886.53
1554,126395.65
1555,189215.06
1556,102590.91
1557,120090.98
1558,98599.1
1559,102255.97
1560,148813.48
1561,191490.56
1562,113344.31
1563,121385.08
1564,179500.77
1565,141985.95
1566,219702.11
1567,79681.93
1568,225003.16
1569,149300.64
1570,124429.07
1571,79778.57
1572,148590.12
1573,244482.61
1574,144357.17
1575,179125.4
1576,191189.84
1577,181225.12
1578,124137.375
1579,145726.56
1580,191674.0
1581,126232.664
1582,122059.87
1583,306551.06
1584,225543.47
1585,138761.16
1586,58507.633
1587,93650.12
1588,137803.2
1589,92678.74
1590,135825.88
1591,99760.41
1592,120888.32
1593,112593.4
1594,135732.38
1595,132578.66
1596,222718.61
1597,210159.67
1598,176542.17
1599,157078.86
1600,153601.48
1601,86200.76
1602,122431.3
1603,66155.79
1604,265310.72
1605,237566.62
1606,160427.38
1607,197911.6
1608,195616.3
1609,175810.47
1610,147887.66
1611,144078.8
1612,191943.27
1613,180120.14
1614,115239.625
1615,86462.24
1616,91306.13
1617,92517.76
1618,136416.66
1619,119766.16
1620,253897.75
1621,149920.44
1622,138066.95
1623,225692.58
1624,203658.39
1625,115546.33
1626,176092.53
1627,194583.28
1628,272650.6
1629,170825.2
1630,266306.22
1631,196631.73
1632,217793.92
1633,159588.88
1634,185924.45
1635,179663.8
1636,161193.88
1637,190555.66
1638,191953.7
1639,191096.33
1640,253040.1
1641,186331.48
1642,244354.88
1643,235054.53
1644,227783.12
1645,184884.97
1646,154414.86
1647,155767.9
1648,134192.52
1649,137238.73
1650,115078.625
1651,124859.016
1652,103390.21
1653,105500.914
1654,122047.99
1655,144626.7
1656,146491.95
1657,155961.3
1658,151517.62
1659,112954.555
1660,142094.05
1661,313443.25
1662,383042.3
1663,331689.66
1664,318890.7
1665,267370.44
1666,328897.6
1667,316986.53
1668,328187.6
1669,263758.22
1670,298797.12
1671,271114.06
1672,268697.34
1673,286795.72
1674,239465.97
1675,211470.7
1676,204320.6
1677,209975.56
1678,327398.6
1679,313295.9
1680,345772.47
1681,216928.48
1682,301835.56
1683,202184.53
1684,171684.27
1685,174652.2
1686,173923.03
1687,153387.61
1688,192484.03
1689,182117.56
1690,182380.7
1691,173354.55
1692,232326.25
1693,157432.2
1694,174802.5
1695,156440.52
1696,267910.25
1697,157892.44
1698,296517.1
1699,199967.8
1700,242855.25
1701,256705.47
1702,256428.48
1703,237934.84
1704,278942.28
1705,214170.67
1706,319521.44
1707,212038.78
1708,201870.69
1709,228649.78
1710,211909.4
1711,245664.3
1712,236575.0
1713,263547.0
1714,235589.31
1715,202519.55
1716,175260.72
1717,154089.17
1718,118852.15
1719,201004.67
1720,203483.08
1721,148766.8
1722,117705.89
1723,168361.03
1724,212354.88
1725,236314.78
1726,162515.0
1727,174315.4
1728,173940.11
1729,153323.56
1730,147918.55
1731,130781.266
1732,128904.44
1733,124867.83
1734,123421.195
1735,124001.07
1736,87317.81
1737,229656.14
1738,210027.03
1739,246169.7
1740,258578.48
1741,193209.39
1742,181242.75
1743,176003.72
1744,243226.11
1745,188652.0
1746,168091.66
1747,199557.83
1748,260051.16
1749,165991.12
1750,140456.02
1751,224425.17
1752,117868.99
1753,164790.17
1754,195754.77
1755,173141.9
1756,124978.39
1757,117482.6
1758,158613.7
1759,174043.81
1760,170050.69
1761,159134.14
1762,191343.62
1763,177086.31
1764,120158.68
1765,199654.34
1766,185337.42
1767,229392.16
1768,141266.06
1769,168788.19
1770,136857.75
1771,134158.86
1772,147162.81
1773,133748.66
1774,177923.92
1775,126786.56
1776,126366.73
1777,100522.7
1778,131916.28
1779,110358.8
1780,152520.42
1781,133567.27
1782,101269.0
1783,145709.33
1784,97172.26
1785,107706.77
1786,145124.1
1787,155688.45
1788,59379.82
1789,90592.04
1790,91714.3
1791,209111.88
1792,157136.25
1793,120675.57
1794,136456.47
1795,132257.52
1796,104284.82
1797,121167.06
1798,121165.21
1799,96404.1
1800,114592.81
1801,145740.73
1802,79461.1
1803,158221.64
1804,137774.69
1805,124574.28
1806,124577.96
1807,127083.39
1808,118612.44
1809,92087.75
1810,137818.33
1811,91677.74
1812,108709.83
1813,134461.53
1814,89130.484
1815,52299.51
1816,82543.62
1817,104323.71
1818,166275.36
1819,126842.56
1820,83130.82
1821,76102.88
1822,155347.03
1823,60906.117
1824,117376.89
1825,133502.45
1826,108083.375
1827,106543.87
1828,121857.26
1829,123831.37
1830,164852.73
1831,142998.48
1832,132327.42
1833,126432.06
1834,124172.9
1835,119213.37
1836,139892.16
1837,67290.26
1838,131878.53
1839,94156.36
1840,130105.02
1841,139916.44
1842,98827.58
1843,127190.94
1844,124225.6
1845,113055.75
1846,131612.42
1847,176176.36
1848,49476.86
1849,100794.18
1850,120635.52
1851,146710.06
1852,119937.95
1853,129639.33
1854,157356.55
1855,142719.73
1856,204186.0
1857,136540.31
1858,155795.1
1859,123083.62
1860,156507.22
1861,120640.586
1862,265570.22
1863,257211.02
1864,257211.02
1865,311917.38
1866,307765.84
1867,216440.6
1868,298881.78
1869,201792.34
1870,203753.39
1871,223404.66
1872,169792.88
1873,218226.58
1874,144500.84
1875,196335.11
1876,215541.27
1877,217213.12
1878,188291.61
1879,126515.52
1880,138024.95
1881,240924.89
1882,247534.88
1883,194944.92
1884,211629.89
1885,225357.28
1886,274331.06
1887,203321.69
1888,244967.36
1889,155904.64
1890,123825.7
1891,144947.75
1892,103055.32
1893,103296.195
1894,151339.42
1895,148120.27
1896,125182.484
1897,128921.77
1898,116561.9
1899,129243.94
1900,123543.555
1901,156091.05
1902,152859.42
1903,243201.05
1904,104075.086
1905,173455.75
1906,147632.03
1907,194207.31
1908,101701.33
1909,144045.28
1910,124542.33
1911,206773.42
1912,238680.97
1913,141249.89
1914,71135.74
1915,293291.28
1916,70819.97
1917,243214.05
1918,137133.03
1919,150647.36
1920,201251.34
1921,331207.94
1922,245990.4
1923,208872.5
1924,213660.25
1925,211264.9
1926,370723.47
1927,132232.05
1928,179985.53
1929,112802.555
1930,124224.305
1931,142062.22
1932,152548.36
1933,162369.84
1934,185117.67
1935,162212.14
1936,195117.34
1937,185469.33
1938,182679.6
1939,229619.34
1940,161387.38
1941,182088.9
1942,181175.53
1943,183259.78
1944,322702.28
1945,324333.16
1946,180825.12
1947,296888.06
1948,167720.17
